Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,CP5,CP1,CP2,CP6,P7,Frequência
(131.59366510010938+217.69370474799337j),(322.98339819484727-143.1750934064568j),(522.2183933602687-401.2465898873568j),(283.4963132952282+118.76094145022886j),(-1585.9040201549324-2048.2871980257587j),(-846.5233639953551-802.3835605341602j),(-308.3587675085599-1199.4507181529868j),(128.32823998942536-708.4009865956598j),(-437.5515572232778-277.48240154701966j),(55.637190027706055-770.3917118702634j),(-182.71603370315438+73.06906395167104j),(195.94235163422945+1.8628829965142764j),(166.36626390046945+266.1762754389464j),(35.78969462393397+91.83197673243691j),(-332.0947634196414-289.72881965206864j),(227.23367584459882-59.84193104876654j),(-65.84382987004801+952.5382925956725j),(-359.46793920699554+850.677716185711j),(99.57897124620729+14.34403951181827j),(178.07600698669503-277.57788504983364j),(-285.64465622940975+1023.4129024841209j),2.7
(149.66245911805242-67.17043609864498j),(-83.9180459089527+115.12359792776903j),(720.1821945486729+563.4434167513305j),(-12.940562269420138-293.88992916518254j),(-1484.6867041190308-1484.2639157419753j),(-970.2697247952281-414.10632329679805j),(-60.15287847963967-1098.6038647556188j),(-55.10251053964981+612.5029641496515j),(329.6645209302061-320.7332235041017j),(-26.0502932642649-1009.5970252005568j),(96.99205685269378+67.9827004958668j),(132.4693172147453+91.11510144933636j),(-5.392811176261361+744.9753958924387j),(-95.00427424838418+7.5617561784746865j),(142.91752861210225-336.16518946645976j),(417.95502341056135-234.50397310884546j),(-700.9281858924564+973.1390196549373j),(231.48478279226288+240.45095373112383j),(90.07247157392447+91.55098826167153j),(104.60991841222133+396.8534319972656j),(-322.32510083236275+535.7987575498107j),2.8000000000000003
(348.67930852612244-157.8008860004474j),(-336.4487171172264-45.00626955721515j),(545.8693846021049+5.1193292185954995j),(188.5558038570135+82.35303311550084j),(-1724.3898639229674-1419.0663379891307j),(-715.1721179646141-134.779830706403j),(-273.36638522101174-1551.691649642662j),(240.15639234628708+230.13963905849954j),(-100.1081009048603-363.9868886159643j),(-57.32811801330466-737.918095174751j),(-313.3041941098486+45.65618805072725j),(-466.8369135555696+284.81371285263634j),(-207.6417859283429+182.85276682970465j),(125.83939146684932+229.9632235030619j),(217.06570694149184+179.96811112702727j),(253.55801398149495+308.82024153406456j),(-424.1057533871524+1063.319066840305j),(52.70573457369423-110.88744280995223j),(74.97972625449599+118.82661942051459j),(-57.259496465686965+165.22685449664078j),(-179.78637009351917+725.4352788791556j),2.9000000000000004
(-253.19522331246014+110.67291293784413j),(195.2921333295851-282.00528942715266j),(-473.80775459624397-231.3902955090736j),(159.50290871266623-72.34988835458705j),(-1332.2132717215081-1370.292265964661j),(-749.3837137085671-788.3880884016526j),(-253.54633567583014-563.1338221159153j),(97.24690008630137-630.8632702358487j),(140.34376591358773-70.79056209857802j),(-343.81696512179235-334.56680411196623j),(174.80145988686718-484.85553722696795j),(360.50951826764793+163.179028208312j),(90.36171776568241-376.85797614053104j),(-208.2395617621855+300.21353975353315j),(-59.42320401127803-352.6350667907087j),(660.4809942125121+67.72410294519261j),(-439.2857230594782+1123.0170991492457j),(449.0969729949125+140.34996039669642j),(310.13691116866835-95.2146832065906j),(62.19727972694005-50.8095469910401j),(-300.30045854211625+999.3046106821184j),3.0
(-169.98437454394806+342.2247659862194j),(-178.0144834652161+292.94443907117454j),(302.5936499663984+447.6174295961505j),(-84.20472569058259-38.142333167938524j),(-1506.7520239743528-1369.772552657455j),(-494.2536572817733+485.654978593814j),(32.78642959449724-287.039988892907j),(375.56559362946405-583.1607679917199j),(107.95395569340509+219.71622395808575j),(-80.27928948024277-879.6182935511458j),(-220.66442307474904-99.12527509861458j),(-265.2473850461878+436.749034236387j),(1216.6871271974173-342.5585771166204j),(-541.8669769847604+338.25545555261016j),(90.46030936001523-11.851591013237623j),(-94.70479271584614-579.4460771885074j),(-41.473582714462566+862.9680300416425j),(446.61539210227426-90.27072912474563j),(511.2106947058278-179.27298466298174j),(34.546459352519314+202.08813526822516j),(-909.4133406631574+1388.7630978602492j),3.1
(321.4057147658201+480.5068034336142j),(117.42946981293358-139.70673050123904j),(-391.3159469847383-401.3926253678899j),(-36.714209198694675-11.000411189888425j),(-1169.733978321678-1040.3747204728634j),(-614.1593978396396-515.8325892136149j),(-234.44279309238016-765.5476442601587j),(-21.441550072950065-294.4867956772487j),(65.0347651603903-264.00884812589527j),(47.198087465108486-680.5201220668525j),(-275.2751275337977+212.63678702884465j),(-61.59911980421806-31.396023147775132j),(106.15030016643591-352.01044091266357j),(-19.31145567839966-20.43547900286559j),(-55.68421173441832-387.0092893025413j),(291.6211528121631-177.90620910322244j),(-315.7737654019055+922.2584601174469j),(-105.37097384388136-64.41046867447443j),(-383.1512206567911+111.05494409791633j),(-286.0107883499806-91.57619635956763j),(-171.04607628208532+618.604016986127j),3.2
(232.21041157068993+81.12303245497695j),(2.6651313641638446-177.2121631293274j),(-147.58242553848487-452.94162482272964j),(-515.4979918904562+391.04311376934794j),(-1428.3687076579085-1004.425710255711j),(-686.3521016727553-353.0587646502643j),(41.136084538865276-673.2114568618374j),(-260.63352150946605+388.6188402490215j),(-627.1385534760301+103.13750647952588j),(185.77172765765062-297.6953133232296j),(-278.25084988431536+13.63726070875558j),(332.25327064196506+231.46351914227128j),(523.0997115252867+197.49105408944877j),(-60.196914660021946-329.27272155374055j),(-232.29198898938012-82.72132899917662j),(120.446200594846+536.5323181564534j),(-203.6795413802836+518.8136674607412j),(247.01126579050762+471.38583822055676j),(368.85527168088055+36.18040535986024j),(184.85428128248637+84.49819277541275j),(-394.65869371939925+483.4609044273214j),3.3000000000000003
(-109.1136423736265-158.0153975025249j),(-238.78871558929723-186.31465840021326j),(-248.38083192980343+232.34356374836688j),(219.24106070504232+168.23307325977538j),(-856.8217065179001-877.4342578536863j),(-253.29168552477412-857.2394841978908j),(6.795284550281497-54.33922779196625j),(-476.47374444085585-199.570475699996j),(-23.056144071152733-102.05289543021895j),(8.437097005652952-601.7492904711441j),(-138.57097122007454-465.9567495545144j),(217.1588132265778-97.3488351513272j),(193.03863440083836-114.55648052824182j),(256.7826202669513-367.9415658449019j),(-48.12473806868503+39.287858026227084j),(571.8224029041434-229.02422781605395j),(-628.4752685325801+977.6877170841229j),(-439.18361881703356-391.94638822638717j),(-35.162502997231044+35.826626068089915j),(-300.989649274788-131.85008837926165j),(-172.64080216115042+795.2225831169408j),3.4000000000000004
(294.2616618976093-53.31787701150984j),(400.21239826766737+200.32151365224485j),(-129.97191363925126+275.9726413525905j),(-116.4627598422922+45.05241253464755j),(-720.3111993295124-1078.8720843742576j),(-552.258851972151-867.3688546636679j),(204.41973701622254-562.9707190705445j),(-378.0147611748953-37.37801076319379j),(64.89967502120952-125.43638077972237j),(-170.46898097080805-854.819899673186j),(283.372967746668-222.28919888419676j),(211.9836643242306+137.3227793980731j),(25.769154393959496-214.24187818862768j),(-412.3672454637882+109.76127158461979j),(152.1219406859783+308.6705557276273j),(146.93937578781646-191.0689111980099j),(-254.69582619549752+964.1772314976861j),(633.7186587969404-85.56930039481584j),(-65.31793465868233+174.06499655664058j),(25.84344342509905+77.24230134146764j),(-411.7918985202448+596.0066781268972j),3.5
(454.1557000011278+171.19930681272166j),(-55.583296298604154+29.548173192722814j),(245.11873498564762-1015.3402992487584j),(-142.03687640600606+163.5185876414781j),(-958.5041856197114-1117.3452049355633j),(-24.48437751860861-376.5050830865076j),(-570.3726021852035-738.1622860551662j),(-148.71714952280448-126.75656432539692j),(74.59479781396394-146.51712052727493j),(-344.09958749550026-242.62976358834928j),(364.3706450170043-44.69800213859791j),(-626.2025774830305-227.96390307006197j),(192.54088137527202-136.26051427909283j),(-166.43832158363617-55.89188219571934j),(333.3272218474946+8.590708345808933j),(57.64190306993029+169.56027581274657j),(-735.5936319837978+895.0993929883996j),(222.79422875858535-79.53679707570402j),(239.40857365666284+318.7675402265739j),(136.46295510412855-218.7193743640497j),(144.7763160718992+179.37081351241034j),3.6
(53.76101714878502-503.9151631247116j),(-191.05858380140302+205.70191248225785j),(346.8587565361225-444.3193015126935j),(-85.46100531038229-304.14658463724345j),(-593.1940875583178-1370.5496179172642j),(-997.5707059179125-23.894623534270885j),(-90.1251154701888-540.419953413917j),(-11.62389851865015-88.6140251751348j),(133.51887300748496-206.72944365116354j),(20.251116276656543-863.9998923925541j),(215.603046192642-56.461232065661434j),(-540.7154985645761+190.66984610642498j),(-322.06424332809235-122.63764268971525j),(37.61893667161262-343.18888047625603j),(279.6195101327533-183.3906536472635j),(-314.19952742028556-78.31570836799887j),(-331.2602941765282+389.0938818265951j),(794.9858653167739+394.2760809565101j),(363.0324424755994-417.85715289276425j),(-59.94880753043222+11.911668888072287j),(-70.37203245147114+506.47992460708247j),3.7
(-523.5534243340678+9.352125749395308j),(193.05718926971076+75.00227446832196j),(-59.02704094581249+347.0232759708584j),(65.03116485793286-183.79189041438232j),(-867.4937366284676-828.9884532237752j),(-452.1311960936782-106.29416457504246j),(-530.1999573853353-580.2815978523148j),(36.22359194172704+429.7691565892105j),(-444.7623548388681-154.26246541960023j),(147.5209147941226-1030.071521712647j),(-3.71716376409724+288.3406370617584j),(294.0590078400917-214.25331749235426j),(45.93404941014923+57.670738656078896j),(133.82427714159178-214.84939230515232j),(122.83146877640893+11.484779750240572j),(-39.54397677506174-473.75063926671885j),(-327.9440643222065+871.033216869474j),(-9.843809540914128-342.65851058099065j),(44.144302318507506+433.67968723644753j),(-190.98823533317713-61.78729150592052j),(53.03582191933642+447.66667306103477j),3.8000000000000003
(228.94821311078698+136.05242973823746j),(-33.431000379140784+414.73076555499904j),(-1280.4761682756714-239.05713323269077j),(530.3085418438841+338.3199394481227j),(-1120.4130374784277-711.9353065583114j),(-155.49934657717523-277.2756258779836j),(-390.5158967354097-476.5017392159315j),(421.34395546752603-474.37835722321523j),(-15.834008710244847+76.50237879308563j),(-369.7507708053447-399.81732788525767j),(-118.67258546865776+253.02547446089613j),(-351.3803520223936-530.3465890425192j),(373.4112642277436+119.1138379546438j),(-127.21603961315601+25.634984009820876j),(-121.69088544743231+268.38938184579j),(350.2854117332785-102.17709975280502j),(-418.16766729175123+507.44568343430706j),(-777.397587543685+182.93998092907054j),(70.92086811624453+295.6871505931351j),(98.5360672911873+89.57340233172783j),(-117.01395093628878+613.64444100737j),3.9000000000000004
(170.21873467278695+350.09887676804277j),(321.97112667710934+226.98215946846892j),(-56.46606428981324+180.00342570346936j),(-399.4005173112458-131.1112372267641j),(-684.5618130637433-975.6453359753415j),(-85.70645584744035-671.8061315078176j),(-180.80081637047036-257.4519146698515j),(512.881557381073+174.58462140363173j),(-0.20480370016980487+140.67257311753067j),(10.400295246779777-453.5865789898137j),(252.86340767231727+556.4718940511677j),(-271.07600909648085+360.41421240530184j),(-295.31802168010137-782.7700181132446j),(-94.15641542297395+300.52844530479837j),(-384.9797333244581-192.08908975293798j),(210.09380669310906+409.03283308448084j),(24.98354986615959+343.08548529356153j),(16.078839604674528-358.7562990587349j),(-37.92313438171586+15.595639611296761j),(208.0952445116317-94.4954482665436j),(18.611930741716677+982.8954600809014j),4.0
(-486.8784778852821-102.28003628429069j),(-132.5412895117258-50.42276521594038j),(155.0076333244492+274.56113185356014j),(1.889917162449894+253.93615931507952j),(-502.670158066855-893.802697887299j),(-236.83961572517623-372.47884553153045j),(267.1435014771947-461.00931442973047j),(599.4752669510283-582.9537530833293j),(286.4701938077963+170.85422236877096j),(162.9202146338952-316.20274095829336j),(-16.403496688244424-285.2591651140636j),(-509.2401469522291-390.5693274138031j),(-49.40890843036291-28.10956321527841j),(-81.99497265504026-159.10869810313133j),(434.46761563207997+529.5167692294556j),(-29.247205294133177+580.964739831192j),(-82.28205096977976+258.5743434614121j),(263.79674055720517-76.02994123129233j),(-341.4814140343417-85.56106151965348j),(-55.50201040815117-153.28576042616208j),(-115.53944848844526+689.2306426806791j),4.1000000000000005
(1306.016574620163+316.09050050112785j),(241.38625857852008-501.51844859078363j),(0.9903639420601742-1141.8570181619355j),(12.480132158256506-74.21802550444292j),(-744.0736001997622-834.6806816812344j),(-648.520748601607-618.374434948525j),(-307.38871354263506-230.92156246322241j),(-134.5685753903091-485.4565292316856j),(-68.93799105663774+32.012753165425224j),(185.05524176368868-762.975277187569j),(-297.330944287986+629.9042668891227j),(276.38823332174286-21.981053555754304j),(-322.7553660007547-185.76750568008794j),(-320.4210507562098-257.24039220796317j),(296.8484336001811+253.41056949977545j),(87.38748192316359+81.504786185357j),(-505.6635599702728+1013.476463747246j),(671.2194213617136+309.60073445856915j),(-140.79452195568157+55.22492432410857j),(-524.014184094402+74.53180008608703j),(363.5125546710972+792.2006370445633j),4.2
(252.72121714458805+110.41453182419832j),(22.86585276621946+201.28454999392403j),(-356.1498834167171+236.95184207579481j),(-299.7228802721803-275.5202334574915j),(-606.3873143011473-918.2893523091084j),(-210.02637974302695-251.7557190860382j),(-74.24811371588487-216.63913813701245j),(-64.47509045374593-305.7845893744311j),(265.7875981536479-152.2408214774556j),(354.349073483295-506.0546946448129j),(-347.54349486717985-399.079351552902j),(263.9948104466923-143.6528482838154j),(-280.7289177817242-33.89876157357202j),(-224.86660486421755-294.135293778399j),(190.47578758832032+16.193488970953357j),(391.91653249188687+100.50514753417161j),(-333.52640081170125+461.5381851956028j),(-316.6806801011702+254.82577038511704j),(-189.21322892651307-241.73734128266358j),(-76.08723513432284+27.30586526937926j),(-406.9259967166894+519.5465644972905j),4.3
(-535.4594915700505+692.0834702858153j),(387.8070170527276-424.1327341115616j),(-68.5787356443573-1518.260670909974j),(237.91323177370467-140.5076062496991j),(-442.5650764633239-1005.524911999307j),(-360.04394342456584-425.26401275651824j),(51.10697039815068-516.3088683050432j),(178.87663958267498+471.2652735871661j),(9.423215373814202-430.84619432000625j),(120.8548006188447-496.0348075634531j),(-62.17575659408307-201.05171977097822j),(79.43074916144113-201.38249864987932j),(249.01377516733095+58.23709924042748j),(137.7831139700398+166.66516195054402j),(15.27755456445756+171.9973792485762j),(672.0935270244715+283.6228871388099j),(313.7668006140682+519.5739226710849j),(511.6344101306296+10.958021881564221j),(-308.004438377502+392.87281076566074j),(266.74110723742166-161.88471513819727j),(-124.57076341822656+440.17562177740194j),4.4
(143.28964716854773-70.635090924186j),(-1.0130496246919378+253.64276247010025j),(-703.7263704054064+614.4843941898237j),(69.10686317451032+25.631253438314076j),(-747.6132524291796-1010.5543911753324j),(74.97175784635488-565.0094041793193j),(-144.223400587838-525.0551511907706j),(311.5866135686081+154.3183160360524j),(35.953099139049414-324.05151941879063j),(-19.118652825745652-661.7437242382534j),(-240.7951285646216+442.5954432462327j),(-499.347499209836+435.15874764449796j),(-150.93636314510127-364.16262490190906j),(168.93838443576246+227.04972840607337j),(27.40750004703278-122.94465244232684j),(337.3395438909464-89.0811896027383j),(-412.010167509941+253.26858630386158j),(69.7333826939397-228.533133627886j),(326.62140555402806+185.61221567748876j),(135.80396388331297-97.54819509895253j),(660.4225589558814+669.5291021844123j),4.5
(-270.8154161368595+111.0667641630295j),(-129.9222558036052-153.86251257808442j),(468.4594653024949-12.360921246519112j),(83.27610300650346+307.2224531452866j),(-557.0725327464929-928.5083893134708j),(93.56120839834074-657.6220592572417j),(485.09138176545764+30.31310510557655j),(152.18370244843982+529.8016529717709j),(3.150219731299785+45.5042343650698j),(207.7453656332916-550.1144458243127j),(31.398692659776444-807.7509346084591j),(611.4833762888493+323.9750352225894j),(-59.25357157575303+199.80260461478332j),(-39.00425651871829-31.823702958216014j),(-55.26853371315255+120.06783836417216j),(116.8606106790458+535.154213167734j),(-484.8238969670683+559.0320997733911j),(-222.95575305765286-53.92223935612991j),(-92.93510269109575-111.28486460394781j),(-48.8028510576334+129.50258449698538j),(154.45018739433112-133.1474023681721j),4.6000000000000005
(-83.64034375805886+41.65817454842886j),(279.85397146326136-591.0556958053103j),(86.65076647673773+363.8187563341269j),(-111.89874932791312+267.23753784194736j),(-582.5644901974706-1134.7841020598985j),(-731.9819198743676-216.83486463489913j),(95.15532349213939-251.67556770906543j),(-330.480464007488+25.926948310903846j),(33.49051516592601+161.35517573863365j),(-6.2261218497346675-311.99473685615976j),(-388.13196675017775-72.9793757606704j),(441.9228593574808-76.33915579398044j),(742.4416238930885-297.4021204405914j),(31.371360728249318+218.66428903944512j),(-226.79562731097877-120.00537096821378j),(87.37661317542889+89.64192723718227j),(266.7395742276897+518.5870314379515j),(-186.72656160165104+18.752757507039462j),(-296.04246966544474-74.16395838352058j),(349.4176979723629+164.5922058529842j),(-81.95236194855346+86.66640294968855j),4.7
(-254.81510663695613+23.147975576128523j),(64.79873247180488+472.8168870120811j),(199.6574918715793+812.2392787299881j),(61.27728961010392+188.81134107831582j),(-246.78368988603802-509.05670712195683j),(-146.12036560711798+209.470350378511j),(16.219265850402284-10.13943656090628j),(89.09795135072181-148.74249292026246j),(-325.2590235838347-86.3532883721121j),(25.103865258793494-110.9805587707954j),(-285.8448037577549+55.611832279498266j),(60.874838032467224+396.731330425083j),(-86.0280413824747-146.94521070898674j),(158.802796870105+305.88406555303527j),(-148.6754612723717-318.2855289766858j),(15.768126930369938+242.5440943582943j),(-611.7767671262577+1054.1723321976526j),(-169.83485506208024+9.76825126845673j),(-338.98012649222267+301.2545187992133j),(110.52496325236734-120.755109283522j),(66.46650554897131+195.636084516656j),4.800000000000001
(-92.31013784890814-197.04448833482473j),(227.2165857442657-129.6760020382255j),(-427.63624715049184-788.2295944084242j),(-38.39449024846937-132.06115964308486j),(-363.5560404354847-754.9018708845331j),(-552.4441939329324+152.86388465343197j),(572.6626591501489-285.55601703003686j),(-199.50227264640728-609.4806011271019j),(6.555532766412938-199.22883575017374j),(-414.0230747771194-568.2576792959086j),(68.71802317158404+27.07145499632928j),(-71.72898138422133+215.0821325192033j),(50.0185937355565-207.43261456338735j),(-155.71181980561812-38.97753783562913j),(-39.2513050616493+69.8379885809527j),(-247.51984137317402-442.6830199983147j),(84.21404178529131+755.4082999485539j),(162.2367777135941-116.22883748265699j),(161.43455754601553-251.57426800612217j),(-115.11425012509753+135.89730108965804j),(-3.0657706793907877+396.8914940991848j),4.9
(78.1611384552767+578.7915733049562j),(55.68432944183945+301.84834506324125j),(-43.38415287541141+121.17093948373027j),(-368.97210260946895-50.45080594801708j),(-418.07448161805814-701.069527703711j),(-21.642651165532545-734.3531552834419j),(447.3438983323233-257.57133380531627j),(324.706024823451-1014.2313787068944j),(-127.75238014672442-155.80507616436898j),(21.553461125691666-113.76938648642572j),(39.55189765245751+81.6398348774021j),(-131.13544574610825-32.88045257209164j),(-118.3891368549115-382.4603011691124j),(217.9527729207475+242.05573713745048j),(-189.80743161369742-65.34742261065807j),(441.42595847592514-161.3913313083589j),(140.60380638885806+313.8747207425536j),(474.5587655535312+152.44977621520184j),(15.460334619993247+59.007091772878425j),(129.44010762317197-287.0041241755051j),(412.3377425857569+69.45803812947184j),5.0
(95.8084217877559-357.6056039500937j),(-129.21365292271463-46.581748941503406j),(-33.1573799053765+810.1644388373136j),(-233.36381765193258+38.72623516852415j),(-421.94292529065575-484.9302982590527j),(-71.04751809967576+215.41840697620967j),(-150.78083644038864-356.39141658575033j),(-666.8674085406051+333.98023522832545j),(-82.32289648740144-39.307401024244854j),(-88.0566598160842-266.0630615150972j),(-200.93063231217636+440.16466202719414j),(-398.9478814726453+282.69562332145506j),(-339.8322899730608-495.67874704562337j),(-121.88431732918042-230.83837392109032j),(-365.5165033858681+12.489030754375968j),(-74.24468790769811+26.363777837586756j),(311.93632035015514-252.69015192583905j),(283.74356628133216-171.27285809976874j),(-246.67575380260593-47.541023844407114j),(-223.4280084770805-196.00462793287124j),(-234.11115967958347+163.16250640236507j),5.1000000000000005
(325.0077095514172+623.7353666196127j),(-255.28804436335005-417.6728820012714j),(255.55829606142947-97.63735841515026j),(-174.39084411821813+93.11472461332076j),(-145.84409285725377-825.6474979149102j),(452.48530756188165-450.3354833348815j),(275.5245594124884+266.91483637308716j),(-463.76307665714376-79.05302754632157j),(86.6404998778466+354.7336962257042j),(59.95288747554075-699.9143260965395j),(218.76765659479605-10.440988146310204j),(-403.05025325587314+308.8755049471352j),(-9.86587192336777+231.36877611896017j),(-65.13818201190396-85.15738553890272j),(-38.38215266900214+131.66610256550211j),(-29.488686454909974-112.97181315140851j),(18.049595073042013+1015.0702466318526j),(272.9658024931025+890.4850566155706j),(43.50529953595341-130.13597569839143j),(147.3780653444002+73.22973463146639j),(283.4908927059512+101.92629752095124j),5.2
