Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,CP5,CP1,CP2,CP6,P7,Frequência
(1.5439321709001632-0.06419266309733374j),(-3.9357615081921367+0.06748748040191366j),(-6.987515225828659-0.07062856808579454j),(0.3188252906899307+0.0015999248412015277j),(45.1336875514004+0.13089867628229257j),(24.18186519825993+0.09016734075986577j),(23.462726546179887+0.11511726215040596j),(-2.4442953158953173-0.08912580649807911j),(4.806456569462437+0.04985926093738868j),(27.53077222685675+0.06910854293059643j),(14.756507154778959+0.043558163792106086j),(8.253528143879462+0.020993417101372813j),(-2.7229274439484774-0.017734675174246206j),(3.5860142719199715+0.05546723652220642j),(5.232128293895564+0.04451958020971514j),(6.027987499033021+0.04307392825036516j),(-24.23660401164347-0.05179780967226577j),(10.324310141300955+0.054895245531380255j),(4.14304926885967-0.025044253925614157j),(-7.579988163646677-0.0292473691448234j),(-18.714454108417314-0.051586957013995516j),-127.80000000000001
(1.557234787784422+0.010195309177184697j),(-3.9678701218217567+0.022486730173771008j),(-6.997057430125595-0.019618432205891878j),(0.2992787669874932-0.0020664405796608776j),(45.06605925878057+0.168411097492978j),(24.278770512836182+0.06366372653492292j),(23.434899813273503+0.0929550846178131j),(-2.4348308425911753-0.06047611179730872j),(4.821123732287617+0.009178524813441058j),(27.478343439051635+0.1011619040318621j),(14.835866648566697+0.041349120812747664j),(8.335321232049594+0.02869514307454679j),(-2.9193568085209876-0.013498208847387616j),(3.6086736131844184+0.02058125425995172j),(5.259036035568032+0.015947250833349358j),(5.970895411794984+0.06559148526580927j),(-24.264614738722976-0.09586977244954653j),(10.360845643822202+0.007272783489765899j),(4.109973349334951-0.0021028752288891894j),(-7.56522549186392-0.03549715949520049j),(-18.721331490886545-0.047564239875420355j),-127.7
(1.5240935038494783+0.011709588015150985j),(-3.862107885543253+0.014290659142382367j),(-7.097172354000627-0.03847400281969726j),(0.31853981726670355+0.05285271741547026j),(45.08945975601114+0.22793975189604154j),(24.24794730796105+0.087748008511074j),(23.48151970861039+0.1399678349282354j),(-2.3808926455913353-0.013726502566811405j),(4.769814228989773+0.028617926565502216j),(27.47650406391793+0.1331070141218671j),(14.805747463547199+0.1063242638219748j),(8.381492422574613+0.06175269458201882j),(-2.734775834590341-0.02028623822642217j),(3.592537919107734+0.020962314780836877j),(5.226051167834761+0.046137883483538644j),(5.984949777890968+0.08063856483261134j),(-24.298712360281456-0.14327161994994597j),(10.353780611190377+0.09105656033673881j),(4.090890732618689+0.023960842142816574j),(-7.6584683892979815-0.0231575592948583j),(-18.765382355433886-0.1836648405044512j),-127.60000000000001
(1.4643285623236366+0.031125541370166765j),(-3.9491072184780993-0.04243735424243544j),(-6.908158868983509-0.05086832545893927j),(0.29591956502372696-0.0183112210060834j),(45.11517742802812+0.2789587430058873j),(24.209004953102628+0.1920430451124595j),(23.48235471180136+0.21723975726552425j),(-2.4317387468964338+0.03897426287406347j),(4.810687305465024+0.03015046856712278j),(27.467056520977803+0.14289675912977984j),(14.711334297294435+0.08361515999219193j),(8.283306152888784+0.0921779947412702j),(-2.8601110511191195+0.056103763703603704j),(3.546622946310064-0.0009462587270299139j),(5.220191155885406+0.031240930824154134j),(6.027822529930418+0.07702720662324936j),(-24.240987157070577-0.20366049467725134j),(10.27169613250442+0.06305130846496709j),(4.1785353329244295+0.06375782342662006j),(-7.594560036188291-0.054912681378233685j),(-18.773998625493384-0.10962501631863653j),-127.5
(1.4864005066071968+0.03956687547834292j),(-3.9676576382835194-0.04319929833125968j),(-7.067631746901666-0.08842319419386513j),(0.2870431359172656-0.03518686030803764j),(45.099848884781295+0.34188817316076836j),(24.207612008440663+0.18577134503021142j),(23.459044700906603+0.19355579270233747j),(-2.425346212153322-0.010777602533870834j),(4.799031338852103+0.04734181447502972j),(27.480083400042197+0.20093138608710603j),(14.810122728998614+0.11108674521072182j),(8.313788822465945+0.10398711980240005j),(-2.8817875702952898+0.005161931834592792j),(3.5735103895959526+0.03812203029750805j),(5.231952422866078+0.05788182145368381j),(6.035469690641708+0.02349413150562052j),(-24.181276739578696-0.14405010822349595j),(10.387073363858821+0.0025749398676140345j),(4.113030640284418+0.03238199971836053j),(-7.5959254213033205-0.06173087696924284j),(-18.802387195394964-0.08587342398568065j),-127.4
(1.5481818637046985+0.02824916915660669j),(-3.927015006875422-0.028589776253461707j),(-7.0298997968346235-0.058871493150471466j),(0.306534245909452-0.04257432721842491j),(45.1259682634318+0.37974393873547285j),(24.210524729450768+0.2057193230782257j),(23.522840807011967+0.2528434518653988j),(-2.4070517508746008+0.013157963613764423j),(4.772202991311752+0.004815328870304114j),(27.446452628888704+0.20812670990714466j),(14.721605119679893+0.13135407874452198j),(8.26815527258354+0.10288761722266848j),(-2.788752539885619-0.046936193441460716j),(3.602337743835019+0.02528000789732765j),(5.241212120514405+0.04441274009407259j),(6.010358882769758+0.10142622125060163j),(-24.23469067363806-0.20482771658292975j),(10.387198756841471+0.09677319972760934j),(4.134771621033007+0.026304401312320813j),(-7.596473024312533-0.09916049603948895j),(-18.729538571312048-0.18541741089943997j),-127.30000000000001
(1.5374413126916906-0.015115793289901092j),(-3.9110928487393615-0.05972622089363355j),(-7.02403401155955-0.08130109139327857j),(0.32211585920561703-0.007220925988896454j),(45.12116255078674+0.47602410302035736j),(24.135147399138813+0.2105904339492639j),(23.556752307563862+0.3270342917284417j),(-2.451742049973724-0.0388325888606218j),(4.774957953177468+0.030394862353908536j),(27.472611318130713+0.2635752338351214j),(14.779723607106853+0.1534630697170094j),(8.32690807334414+0.09415833717165611j),(-2.8725133345123393+0.004611523244804516j),(3.5676978159472803+0.04050891779006527j),(5.244184186948214+0.04040564230209753j),(5.967458020866481+0.032451156263402225j),(-24.246764732250362-0.2773925552374408j),(10.338091777535656+0.1359708960350705j),(4.116490941607136+0.026506180149686642j),(-7.590371959919009-0.07885616890855118j),(-18.736083873969207-0.13953487861149938j),-127.2
(1.5024595518778305-0.008314502405138313j),(-3.936670116040375-0.028732141698961655j),(-7.0175042109896-0.09494229208280558j),(0.2786154062603442-0.003298630928536994j),(45.13027417256669+0.5382943530703415j),(24.209217254041267+0.2684896345595895j),(23.496521034117944+0.31417690173888246j),(-2.459359607357273-0.04453455362566672j),(4.804813997465642+0.014004773746814081j),(27.450089272494093+0.2840876832941035j),(14.753397853588211+0.15536588254566297j),(8.282903436270765+0.11748925515406583j),(-2.8047216933805847-0.016345775853626066j),(3.62031332849568+0.05202124188247126j),(5.228303357878545+0.05447902956055817j),(6.013162626957392+0.0430162151447675j),(-24.26125702637152-0.28911207240666315j),(10.385177012056793+0.12253216547252066j),(4.120890691058577+0.03448732671511623j),(-7.602881986739218-0.0926601019783817j),(-18.760049748549967-0.16175462448674693j),-127.10000000000001
(1.4982009056211005-0.008788478195548066j),(-3.9203393139129616-0.06335823533561324j),(-7.012908752395873-0.05906422447665349j),(0.2817881977978214-0.014974225403594055j),(45.145799612901776+0.6084769147935418j),(24.184365854312304+0.3075582788319622j),(23.516797764790986+0.36891311338060717j),(-2.4529333862096436-0.061417524784628696j),(4.766064823898944+0.03123647690320297j),(27.487794002806538+0.32408142950268015j),(14.753935649689215+0.1955224293304303j),(8.320082863538442+0.14908291706298016j),(-2.8032637863223684-0.028179955336042894j),(3.6108651442129656+0.07266629845050687j),(5.212450794228051+0.02067043249435141j),(6.023969005120037+0.042481469053740284j),(-24.26992498505409-0.30403556923958064j),(10.393104982140436+0.13014707845296236j),(4.10184201130827+0.056578330064738225j),(-7.6143305167665005-0.10636839892679006j),(-18.734592328566933-0.18496576326879577j),-127.0
(1.5102728017929365+0.03285791733161503j),(-3.9270846542817446-0.05522420313761245j),(-6.995215298454669-0.07162638085088702j),(0.2878075713599699-0.024919715189312797j),(45.10892769197156+0.6300876132393824j),(24.20179598053369+0.33374064366448053j),(23.517421858440382+0.39405680426436973j),(-2.424649410949095-0.043522509352428074j),(4.793476471042031+0.04438505012448335j),(27.482442062405664+0.3344069358217432j),(14.748435965826456+0.21083747377385187j),(8.302323257767288+0.15545818382713605j),(-2.8072551643361408-0.04559261402746284j),(3.6076824795670355+0.08154088469346732j),(5.2473568726364075+0.05433595883183351j),(5.999646599261272+0.07282055943064991j),(-24.256038051625385-0.28674032182148856j),(10.338608669075796+0.14739039501866102j),(4.128197509405057+0.04195560168082313j),(-7.606869831133091-0.11217051720631588j),(-18.74284693232767-0.23456751971069423j),-126.9
(1.5244609452874318-0.008221820121342205j),(-3.9368980863379317-0.052430297656831826j),(-6.985096746572012-0.1157438622089586j),(0.2872976771507325-0.014946496501366369j),(45.11801087672301+0.7086627099704472j),(24.229399682116778+0.3935353672859634j),(23.501438769765493+0.41168475632775525j),(-2.459717232201079-0.04501376312138916j),(4.7900072374187985+0.05444023914099283j),(27.483538707745414+0.3817024975088472j),(14.770544471621944+0.225461165367137j),(8.299896101248326+0.17436064361252335j),(-2.82872902835544-0.02750798868276938j),(3.6076016801007853+0.07487277430750794j),(5.235465892128417+0.04795067736291614j),(5.979447926678432+0.0599326491530654j),(-24.26560182106551-0.34774162800386677j),(10.34151979758407+0.14529586368587388j),(4.128106542676447+0.049333713888636055j),(-7.60538422247731-0.12009183272790214j),(-18.74458154182834-0.2369229031149338j),-126.80000000000001
(1.5234856255507765+0.00041903129461218214j),(-3.91559609363442-0.06404865339896482j),(-7.001872871391797-0.11865113435710128j),(0.2882436091301628-0.014260997531271857j),(45.10982379289044+0.7591243795785978j),(24.20659211729162+0.39697818534319396j),(23.50300542773784+0.4594669894387291j),(-2.4536469120580824-0.037946068129837585j),(4.791047912194588+0.06415782384404434j),(27.48577197776285+0.42964558556922405j),(14.754982606257514+0.24842096757285503j),(8.304439454733021+0.1833308671671876j),(-2.838317586094451-0.019965867953459338j),(3.5964433448194377+0.07967904553496652j),(5.248131442703187+0.0660580852242969j),(5.990856077730591+0.07847839663382494j),(-24.260909266918425-0.3828175937626881j),(10.36691231761291+0.18114488383417893j),(4.11589285165412+0.04710861278285261j),(-7.6046270250114745-0.13080706269423814j),(-18.747541575007066-0.25908908976623124j),-126.7
(1.52891515796626+0.008467542289771313j),(-3.927702596338019-0.06758760277991627j),(-7.000846827202507-0.13129782355467512j),(0.29039953203403-0.017087822170369193j),(45.11724927605704+0.8210100388110888j),(24.21568433462882+0.43591485170876965j),(23.502733917670554+0.49312047263684633j),(-2.447662958456675-0.0630584200233173j),(4.7917431680857705+0.06447289475598783j),(27.48949387518519+0.45442048511323563j),(14.765019351947885+0.261026050350317j),(8.30191402690803+0.19668793141604013j),(-2.821651768473629-0.022659691447254104j),(3.604075188220868+0.09364503459034879j),(5.239007159460593+0.06508123874409222j),(6.001486109991816+0.06491292936295068j),(-24.256311339983974-0.41525951759187407j),(10.362459208057473+0.19166415165245354j),(4.123805778175441+0.04775795510728997j),(-7.609071536940382-0.1394406774483561j),(-18.744240832060093-0.27951625306213046j),-126.60000000000001
(1.524728046571056+0.008598340779535363j),(-3.928906396628596-0.07467189963755061j),(-7.000298028614006-0.13323694053030977j),(0.29356215914785366-0.017362706199715916j),(45.11514300976797+0.8746455117150163j),(24.218356747431248+0.4685352873391757j),(23.49986418406708+0.5256047749685493j),(-2.442244427083345-0.07077479530607445j),(4.791824889432931+0.06598279615004188j),(27.48920635298339+0.48580193326983334j),(14.756907119365877+0.27937071428281257j),(8.300620213737467+0.21593756328412184j),(-2.8145397690744254-0.02235626867466145j),(3.6024140555146538+0.09980727641224973j),(5.24132856968393+0.07147601445515406j),(5.9984633843159685+0.07427425399204424j),(-24.253438110043305-0.44318184779292835j),(10.358659271534474+0.2001087969040043j),(4.125723527897577+0.055192271918799385j),(-7.609561294287049-0.15029592851772122j),(-18.746326135622013-0.3011586511259061j),-126.5
(1.524704196669525+0.015008569602684041j),(-3.930017295907694-0.06794345375414323j),(-6.995044061705177-0.15560317279139735j),(0.301674993162667-0.024114337148219533j),(45.11652246917595+0.9288051610340133j),(24.214403068236614+0.49989114268343293j),(23.502204134223227+0.5565400325497869j),(-2.4321033769841574-0.06980999764391527j),(4.794934268812042+0.08137234766392254j),(27.494683581100617+0.522742667674482j),(14.757894809660478+0.2968073836236158j),(8.29887018000269+0.22038548258156254j),(-2.8052057885715556-0.04605847777543204j),(3.597052162959299+0.10530703116538831j),(5.232219743782629+0.07835853229245715j),(6.003501153493588+0.07919841261777805j),(-24.256144904729116-0.46467532202655093j),(10.356804018225045+0.2112968603210561j),(4.119732246993095+0.060629472417075725j),(-7.606311486871135-0.1584810770746543j),(-18.740682465161626-0.31993657562634326j),-126.4
(1.5284843427861645+0.009604865652143246j),(-3.923734875540781-0.06909358613194705j),(-7.0180231895265415-0.16004170156133313j),(0.28487093201961855-0.015263237838894383j),(45.11317327229356+0.9909050790538743j),(24.220940066683916+0.5389909686365826j),(23.514494284597845+0.586988156861473j),(-2.454108170220948-0.0632535458623309j),(4.782369312028379+0.07688028607145458j),(27.48076173427458+0.5506885848058101j),(14.755361165217103+0.31402480849470926j),(8.292148384027271+0.23636782823294133j),(-2.804309852447652-0.0178743119492637j),(3.6172955732775858+0.11050318645276569j),(5.238591249863061+0.08082408476880687j),(6.007920363970165+0.10146043670967586j),(-24.246644417696196-0.4834734019113984j),(10.372791308130754+0.22708286010411882j),(4.1259426954294565+0.067513967103916j),(-7.606800811313747-0.1678730474899215j),(-18.73341383110278-0.32678778355363836j),-126.30000000000001
(1.5009688849961123-0.0009290039179488119j),(-3.9481460142948244-0.07694421469427404j),(-7.023040888923232-0.15564898509909142j),(0.29725068977213454-0.02502967573969528j),(45.113403456256606+1.0529063242263987j),(24.20701622882801+0.5617383248683385j),(23.501853539541347+0.6345907566731679j),(-2.444925393039391-0.09599348223159154j),(4.81134234609295+0.0952690627728554j),(27.475182350899953+0.584368029791186j),(14.772061411078639+0.340503146272745j),(8.295427465395377+0.25913671600458965j),(-2.8190646046636516-0.016941957543373576j),(3.607363780126761+0.15250418565341262j),(5.252240649116565+0.07947774804549024j),(5.993754790353866+0.08624847161837579j),(-24.27268322929206-0.5201128397140007j),(10.358289325682113+0.24712267941903043j),(4.128867283392344+0.04936503648265855j),(-7.613663950381845-0.17898687835556792j),(-18.76173428774711-0.36557156190834306j),-126.2
(1.5167246364283073+0.012393591105620771j),(-3.928009072178959-0.08388602750332375j),(-6.97400911769536-0.18026805425827774j),(0.2822911326083535-0.028415482053237184j),(45.120515494083854+1.1074587865293637j),(24.212533397394004+0.5864713811795852j),(23.48281160389216+0.6794047874606193j),(-2.4500774115040684-0.08271661726015811j),(4.772800684802874+0.06790437512926673j),(27.49907521487879+0.5848572506822869j),(14.787840167949053+0.33982591869445855j),(8.30344833498507+0.2697595717840393j),(-2.8009210562323568-0.02594819073545196j),(3.6148544032329504+0.13157704141524462j),(5.231113751009737+0.0817800755408129j),(6.00075399659684+0.09377241351062082j),(-24.252804757089436-0.5527579605722934j),(10.360843060514926+0.25600086386246446j),(4.112323818694357+0.0587420025661034j),(-7.61163665045401-0.19380189241287127j),(-18.717449559949202-0.3638358063935314j),-126.10000000000001
(1.4994046463485162+0.025566816879276644j),(-3.937798661699709-0.11425003845406678j),(-6.969450226340179-0.1771101272153821j),(0.2844943105581821-0.03808499545034394j),(45.11520642748457+1.1697206814116932j),(24.203090893892675+0.6252926780880532j),(23.49513108654901+0.6941808977362758j),(-2.4875639315629563-0.11661779016132456j),(4.806967853176701+0.08476403026571155j),(27.483004041558537+0.6403689308494904j),(14.805468861472475+0.3632635001622546j),(8.296783768756836+0.28883528295340355j),(-2.9119787275934854-0.035114491466032405j),(3.5934242912743173+0.1362842691632764j),(5.247673109005579+0.08226840072089381j),(6.005581906286267+0.13028080041248558j),(-24.28161408025406-0.5870585298896156j),(10.356636468463286+0.23682526010193783j),(4.112113944220274+0.09163256782218454j),(-7.6163501589684826-0.2052990466632565j),(-18.76432988618476-0.39700697527970874j),-126.0
(1.4974641399393462+0.03550543239440174j),(-3.928324696715876-0.08980642235125913j),(-7.046484379060743-0.1805093067672061j),(0.30125337335704216-0.05525913754991851j),(45.09426947064085+1.2359788521018125j),(24.210245809624098+0.662482507857824j),(23.516762311376965+0.7321828090516789j),(-2.457594396203582-0.06831166896180108j),(4.807341193806625+0.09029785235605448j),(27.47488947772911+0.6961098707442019j),(14.810862283891966+0.3689693352768373j),(8.310876227529276+0.30007832463055273j),(-2.8157821106944-0.06697303460834547j),(3.5866530608564915+0.16259201786169353j),(5.262716420979601+0.1074450819089634j),(6.010034373125627+0.05475277725832939j),(-24.252309970548545-0.6177363149913138j),(10.353788582103704+0.27726813198483313j),(4.125805097805464+0.08898518376358489j),(-7.587929763934486-0.19308775230192277j),(-18.739322509175516-0.4373400145146107j),-125.9
(1.5000153076701253+0.02590718522553459j),(-3.9496799534896496-0.14243016596851277j),(-7.008743172766247-0.17641337972616844j),(0.3072553360618784-0.014272266647129328j),(45.09604862401631+1.2970812708870945j),(24.187220547536764+0.6578618185787022j),(23.497787538507005+0.8316679827775548j),(-2.4608625818865093-0.10982872364890994j),(4.7890552857149515+0.09954874917525558j),(27.49634749012768+0.7341254952229725j),(14.76666491642743+0.3626729231450909j),(8.26755475067987+0.27393303210597963j),(-2.8305035046465044-0.05059202467928969j),(3.592533900491212+0.1494163319216888j),(5.2406872946969845+0.1098289837454196j),(6.008476598215854+0.10304709474682738j),(-24.246804466603358-0.6350686740962459j),(10.305062270139686+0.2502175557847863j),(4.126715712045408+0.07950259078722155j),(-7.569260443229517-0.21350894012294042j),(-18.75259576251114-0.4150689819635174j),-125.80000000000001
(1.5131845474662258+0.019269287126878254j),(-3.974987673032061-0.10910672365265683j),(-6.991168565090369-0.18814405723337657j),(0.26540767459586334-0.05072482698204972j),(45.11281851387145+1.3716835834673304j),(24.189056633099682+0.6822643234098056j),(23.545341635460247+0.7995364986888607j),(-2.361580904734126-0.10902808460889801j),(4.7810209824429215+0.12887913688087949j),(27.495491935477595+0.7857009330858311j),(14.810591533765038+0.3971028346590124j),(8.355874021457648+0.2886685453849651j),(-2.784041555866086-0.030589735908876037j),(3.5773100903925155+0.1749091082945613j),(5.2341209736305+0.12022823764915813j),(5.979500520737684+0.10396436386191965j),(-24.229448437997398-0.7223258161456947j),(10.26895416361311+0.33436703446326277j),(4.127117292181936+0.08497821112759274j),(-7.616649188593147-0.243041359633847j),(-18.72212895806055-0.426508438178935j),-125.7
(1.5162939526878745+0.03957923836698285j),(-3.9289304417438995-0.145260934263014j),(-6.930137944871436-0.2744572509657419j),(0.2765595322248622-0.03577320544983564j),(45.145501115042165+1.4329458240118527j),(24.22194992123662+0.756495034147008j),(23.48788387329823+0.8334092978767202j),(-2.441460253100157-0.18708357540976195j),(4.759553882028207+0.10624382798948773j),(27.452554270741675+0.7739881647618105j),(14.733191782256656+0.4158569940450434j),(8.302217844719731+0.38950934132616855j),(-2.7807573394456746+0.0335602299195239j),(3.5575121609946336+0.18448236660771755j),(5.192644093988414+0.11108477682836582j),(6.060952138293466+0.14501841734398369j),(-24.274314571512754-0.7247020527903665j),(10.418188965179112+0.2992022828040817j),(4.093781457425159+0.11660256090457466j),(-7.628860410170729-0.2451959796809149j),(-18.778181167325457-0.5030169587972324j),-125.60000000000001
(1.5436200580140458-0.006672624684091133j),(-3.9322890818860294-0.10543208081685185j),(-6.966155166344871-0.2603983151765803j),(0.32006482675307524-0.005101891992978835j),(45.140561439828986+1.4877487835361052j),(24.217774994722717+0.7210430013190319j),(23.50309130699504+0.8616297414409928j),(-2.447767573940901-0.14447969348905154j),(4.766118976244211+0.10910406014011187j),(27.464838848223096+0.825891570688416j),(14.704236111680215+0.4181534690307558j),(8.28967117199489+0.338539014000645j),(-2.856073212804784-0.05099285013593369j),(3.6439782411269745+0.1364097693484405j),(5.227356536768156+0.13207758606634812j),(5.935481870032906+0.12958304588478597j),(-24.268252177902202-0.7470152602205076j),(10.371664867097584+0.33887342744162297j),(4.12745035541916+0.1090536391401642j),(-7.587281410891713-0.24349096481185484j),(-18.803844276037722-0.47331563750991457j),-125.5
(1.4804029594747838+0.015188905007089915j),(-3.9402520234850655-0.13887120652931628j),(-6.977760494951951-0.28925254854725324j),(0.21992674830905656-0.07118183534409184j),(45.08617970380418+1.5648522177351225j),(24.185961337464875+0.8165275004631027j),(23.465281705565232+0.9112842901657903j),(-2.436702824374218-0.12972443745768203j),(4.795966259649184+0.1501038683443383j),(27.456645781450845+0.8501421619747216j),(14.759415134354786+0.4847460662092331j),(8.271389794631197+0.3753687368235141j),(-2.8727232928349267-0.07849651806171742j),(3.6215443520619566+0.14617933698493868j),(5.253790197661356+0.09669891574646527j),(5.960001775626148+0.08698419623305753j),(-24.188024401128036-0.7406707021681314j),(10.375370295092996+0.3720001767608778j),(4.161355126575266+0.08523947229656414j),(-7.647771014443472-0.274679097797895j),(-18.78256396559436-0.4723929089894039j),-125.4
(1.4334833052705322-0.059663504444809945j),(-3.9421608345940626-0.11383606947590152j),(-7.078797988169946-0.285871800225749j),(0.28393104868057506-0.004070508541599516j),(45.171912543153326+1.570843597273786j),(24.22203753344469+0.7953628427885082j),(23.45353678667835+0.9554012576338522j),(-2.3035099770115863-0.06277470514629702j),(4.79237484451739+0.1386251799648548j),(27.48409309606449+0.86688778846794j),(14.824984838641843+0.5499999256734949j),(8.318872416966443+0.4065248569838529j),(-2.920983604841357-0.1506795576254234j),(3.5712583815535965+0.18574680183238135j),(5.255234925066257+0.1322201963854539j),(6.049250200392567+0.18153568372235185j),(-24.295981115008665-0.7771366663136874j),(10.33592088160048+0.22123532219700337j),(4.1266957298522176+0.0532130752948774j),(-7.571106302155416-0.24664799937363924j),(-18.737570302873316-0.5411776127992081j),-125.30000000000001
(1.5737498513224253-0.005688774195278246j),(-3.9160127928637145-0.14769452343599454j),(-7.054055856733811-0.19993441887162078j),(0.2882251845298338-0.03534797235690945j),(45.11531209210794+1.6898852877321602j),(24.188599025432737+0.9866535579009046j),(23.428228125322676+0.9544511787250425j),(-2.466004975344508-0.18851559373124438j),(4.778709652818119+0.09833844399019753j),(27.506497472764714+0.9304340776436781j),(14.729411998780975+0.5452958551712399j),(8.279857729423126+0.36673959587581884j),(-2.813278049450723-0.08587480421327509j),(3.607131814952808+0.17643317305040096j),(5.215067082147264+0.14609257360920225j),(6.031599584396506+0.1358133037052882j),(-24.235563237345346-0.8141369709310133j),(10.49600749983631+0.4233009646869661j),(4.082193712307706+0.05731795740551515j),(-7.576171827485006-0.24286138156646153j),(-18.79610049344135-0.48117839414086827j),-125.2
(1.5692183650252254+0.013117363950883032j),(-3.8957812535481935-0.17295332489926185j),(-7.027417338960511-0.2475730411193724j),(0.3021635012032462-0.0446225792308077j),(45.1068311469553+1.646877847769364j),(24.204471990125235+0.9216273123586518j),(23.488900059421773+0.9843840009293316j),(-2.455184100347393-0.13296669902558023j),(4.858063584055245+0.1816788259753288j),(27.471057476584765+0.9612022619219616j),(14.76763480896226+0.6165463238836395j),(8.344653622949622+0.35140376159776743j),(-2.827764313801975+0.04645007811546975j),(3.634718363557025+0.16072540863275364j),(5.202098294525207+0.11890293069923352j),(6.002789524412075+0.16164578599578583j),(-24.294253720398885-0.7866314272003478j),(10.400599758529246+0.44396065655037376j),(4.1253761988183255+0.11046487518160752j),(-7.559683853997573-0.306865534230079j),(-18.738240578240315-0.5694230963320983j),-125.10000000000001
(1.524074498236942+0.019252972942378932j),(-3.8824756112209675-0.12000459076206837j),(-6.99750429497908-0.31087770889152466j),(0.27535389327644566-0.0808527276248654j),(45.11186861380644+1.800474359100825j),(24.16404629147298+0.9276667440497892j),(23.53681407460325+1.053372076217988j),(-2.459369490802729-0.16465484751099035j),(4.783247245769786+0.1163965473863744j),(27.460441898505792+0.9686079338468776j),(14.787943353553121+0.613265340000261j),(8.281872787874118+0.4433837924284507j),(-2.8531867856732127-0.11278648288959836j),(3.5710628838644105+0.2657877751808151j),(5.246070393015939+0.14922088698026403j),(5.986661680225872+0.1351960235749945j),(-24.25444358266069-0.9364838486913527j),(10.382000042319433+0.3463944295291128j),(4.0667211332344095+0.0856255145696494j),(-7.615986883241436-0.27957899608409864j),(-18.79266942704035-0.6159252716356391j),-125.0
(1.5501563185732294+0.024273139677202238j),(-3.891939473533771-0.1769947461338468j),(-6.928857960751465-0.32448878758220445j),(0.30586534508052665-0.018357740472609407j),(45.123542278133066+1.7885075874341858j),(24.26616082311085+0.9767308291138157j),(23.451046555795976+1.0863016173494149j),(-2.4321671689990936-0.09087984689015793j),(4.785447362570888+0.1366719320243064j),(27.514715514579624+1.015958884340236j),(14.73351222034689+0.5264490985200476j),(8.262545548404606+0.413966749389461j),(-2.8952714955139243-0.035017349582584956j),(3.5514225090932934+0.21801646636673588j),(5.235521365061153+0.12195185729577429j),(5.994913710452588+0.12143533230977965j),(-24.26980185541646-0.8872767877170631j),(10.327712299518133+0.426713651421057j),(4.110857072282691+0.16266258103654962j),(-7.582512754751225-0.2957018632109971j),(-18.715992692338205-0.650442907421577j),-124.9
(1.5118074570422966-0.03166195277865924j),(-3.875967781088299-0.1373870504494512j),(-7.051424722349894-0.2884882476668764j),(0.3245940767025015-0.011537150858689671j),(45.14441024115112+1.8599775813492414j),(24.175300174648864+0.9578588290397008j),(23.466590085233737+1.1336921909424014j),(-2.464530370385255-0.05483572605727716j),(4.814429806116631+0.14580714681314078j),(27.4533527889538+1.024146425207359j),(14.77371657471886+0.5805312635358959j),(8.270538808523975+0.48849382324905744j),(-2.8566085388142-0.058294358853942185j),(3.5661493249606195+0.24628591839192637j),(5.231123512582215+0.1709656657131502j),(5.998730333209856+0.11455262641372155j),(-24.22949661821555-0.9055736420456935j),(10.384317907870255+0.4312688601314667j),(4.132331878007797+0.15124699120496032j),(-7.6083721305459235-0.34005147817957493j),(-18.79304588532791-0.6529243263569144j),-124.80000000000001
(1.5020921698868848+0.04115729750966146j),(-3.913675687199799-0.12437774929801648j),(-6.976858118286536-0.27276726371938764j),(0.3023108463831008-0.04961305785185921j),(45.09559335320584+1.937375578210478j),(24.2188899037397+1.028377041804335j),(23.505089392946847+1.1544230692018012j),(-2.4120290979223995-0.20223749042907002j),(4.784682412511991+0.16684219218992613j),(27.4700811552569+1.092125937470211j),(14.767022757029261+0.6180650174484228j),(8.291825382797917+0.47171058264582655j),(-2.836083259589472-0.07663297984254314j),(3.5827798470052343+0.19846544612820072j),(5.251597680017648+0.17540588589900175j),(5.948568781606312+0.15119814205566584j),(-24.283108302303074-0.9411323871683326j),(10.371774418960008+0.373505122640732j),(4.133632966581718+0.1569735359419795j),(-7.642690085431926-0.3410290818415298j),(-18.744780498008655-0.6570852530041691j),-124.7
(1.5623170775027617+0.0631199757405767j),(-3.927847570487174-0.1697451791788911j),(-6.956284814971411-0.2712795247248465j),(0.29256181685780724-0.040861862946163896j),(45.11182578618179+1.9707833233553202j),(24.24178566473459+1.0367879209982753j),(23.48924888908687+1.1646103355171107j),(-2.430894702233486-0.13237049535911183j),(4.801290572736644+0.14540740997514945j),(27.48954134525836+1.0999581663945204j),(14.72548764429699+0.6100685349068202j),(8.284071160430603+0.48425246789591014j),(-2.828419741513695-0.1313845620361178j),(3.599729407176177+0.2620295518744311j),(5.252766737665148+0.1609071724304698j),(6.01303039088404+0.2230074365862187j),(-24.23615160659991-1.0193179798641552j),(10.317352815056893+0.47599850060043636j),(4.094177359088505+0.1444999787392689j),(-7.573612265176148-0.3338922863266518j),(-18.696808515316086-0.6453165585324427j),-124.60000000000001
